,Unnamed: 0,composition,mp-id,target,space_group
2413,2413,Tl2TeI6,mp-31077.cif,1.47,14.0
2415,2415,Tl3AsSe3,mp-7684.cif,1.3,160.0
2417,2417,Ti2Tl3P5S18,,1.3,15.0
2420,2420,Nb2Tl4S11,mp-17803.cif,1.8,2.0
2421,2421,Ta2Tl4S11,mp-18344.cif,1.26,2.0
2424,2424,TlAsSe2,mp-30236.cif,1.4,14.0
2425,2425,TlBiS2,mp-1216528.cif,0.4,123.0
2426,2426,TlBiS2,mp-554310.cif,0.7,166.0
2427,2427,TlBiS2,,0.9,155.0
2428,2428,TlBiSe2,mp-1216544.cif,0.24,123.0
2429,2429,TlBiSe2,mp-29662.cif,0.28,166.0
2430,2430,TlBiTe2,mp-27438.cif,0.12,166.0
2431,2431,TlCr5(Se3S)2,,0.75,12.0
2432,2432,TlCr5Se5S3,,0.8,12.0
2433,2433,TlCr5(SeS)4,,0.85,12.0
2434,2434,TlCr5Se3S5,,0.89,12.0
2436,2436,TlCr5SeS7,,0.97,12.0
2437,2437,TlCr5S8,mp-541823.cif,1.01,12.0
2438,2438,TlCr5Se7S,,0.71,12.0
2439,2439,TlCr5Se8,mp-3407.cif,0.67,12.0
2441,2441,TlCuCl3,mp-1105457.cif,2.98,14.0
2443,2443,TlGaSe2,mp-17254.cif,1.65,15.0
2444,2444,TlGa(SnSe3)2,,1.86,146.0
2446,2446,TlHg6Se4Br5,mp-1202157.cif,2.8,87.0
2447,2447,TlInHgS3,mp-1190524.cif,1.74,15.0
2448,2448,TlIn(GeS3)2,,2.52,146.0
2450,2450,TlInGeS4,,2.3,62.0
2451,2451,TlInGeS4,,2.3,205.0
2452,2452,TlInS2,600748.cif,2.2,140.0
2453,2453,TlInS2,,2.52,11.0
2454,2454,TlInTe2,mp-22791.cif,0.7,140.0
2455,2455,TlN,mp-1017982.cif,1.4,186.0
2456,2456,NdTlAg2S3,,2.5,62.0
2457,2457,PrTlSe2,mp-999289.cif,1.18,166.0
2458,2458,TlS,mp-322.cif,1.36,140.0
2460,2460,TlSbSe2,,0.82,4.0
2461,2461,ScTlS2,mp-13312.cif,1.51,194.0
2462,2462,ScTlSe2,mp-13313.cif,0.79,166.0
2463,2463,ScTlTe2,mp-13314.cif,0.85,166.0
2464,2464,TaTlS3,mp-10795.cif,0.78,62.0
2467,2467,TmAs,mp-1101.cif,1.18,225.0
2468,2468,UP2S7,mp-1195782.cif,1.41,70.0
2469,2469,UP2S9,,1.41,132.0
2470,2470,Y4US5O3,,1.95,62.0
2471,2471,VFeSb,mp-567636.cif,0.46,216.0
2472,2472,VTeHO5,,2.51,29.0
2475,2475,Y3GaS6,635286.cif,2.88,36.0
2478,2478,YMoClO4,mp-560118.cif,3.82,12.0
2479,2479,YMoO4F,mp-555913.cif,3.78,14.0
2480,2480,YN,mp-2114.cif,1.9,225.0
2481,2481,YSbPd,mp-1207056.cif,0.27,216.0
2482,2482,YSbPt,mp-4964.cif,0.16,216.0
2486,2486,Yb6Ga4S15,,2.11,12.0
2487,2487,YbAs,mp-600.cif,1.02,225.0
2491,2491,Yb(GaS2)2,mp-561799.cif,2.3,70.0
2493,2493,Yb(InS2)3,,1.31,55.0
2494,2494,YbSb,mp-1916.cif,1.0,225.0
2496,2496,Yb(SbTe2)2,,0.34,220.0
2497,2497,YbSb4Te7,,0.22,220.0
2498,2498,YbSe,mp-286.cif,1.5,225.0
2499,2499,Zn2MoSeO7,mp-1191333.cif,4.2,4.0
2500,2500,Zn2TeMoO7,mp-1192126.cif,4.1,4.0
2501,2501,Zn2GaO4,,3.6,148.0
2502,2502,Zn2In2S5,mp-560806.cif,2.95,186.0
2503,2503,Zn2In2S5,mp-542644.cif,2.68,160.0
2505,2505,Zn3PH3Se2O11,,5.63,2.0
2506,2506,Zn3(PS4)2,mp-30311.cif,3.07,118.0
2512,2512,ZnAs,431.cif,0.9,61.0
2513,2513,ZnB12(H5O12)2,mp-1195627.cif,4.6,14.0
2516,2516,ZnGeN2,mp-2979.cif,3.2,33.0
2517,2517,ZnHg3(SeCl2)2,,2.23,36.0
2523,2523,ZnSe,mp-380.cif,2.795,186.0
2524,2524,ZnSiN2,656276.cif,3.7,33.0
2525,2525,ZnSnO3,165122.cif,3.9,161.0
2526,2526,YZnBiO4,,1.58,88.0
2527,2527,Zr3O,mp-1017.cif,0.2,182.0
2528,2528,Zr6O,,0.18,163.0
2529,2529,ZrNiSb,mp-20697.cif,0.55,62.0
2530,2530,ZrS2,604434.cif,1.68,164.0
2531,2531,ZrS3,651485.cif,2.17,11.0
2532,2532,ZrSe3,652233.cif,1.25,11.0
2534,2534,Ba19Ga6Si12S8(Cl2O21)2,,4.65,63.0
2535,2535,Bi3Se2NO11,,3.59,14.0
2537,2537,Bi2Te2SO10,,3.6,15.0
2538,2538,UHg3(TeCl3)2,mp-567543.cif,2.6,14.0
2539,2539,UHg4(AsCl3)2,mp-570252.cif,1.9,61.0
2541,2541,K3Ga3PS8Br,,3.85,77.0
2542,2542,K3Ga3PS8Cl,,3.6,31.0
2547,2547,AgSn3H12Se8N3,,2.2,125.0
2548,2548,BPb6BrO7,,2.84,63.0
2549,2549,B3Pb3NO10,mp-1200969.cif,3.64,62.0
2551,2551,Rb3Ga3PS8Cl,,3.65,31.0
2554,2554,BPb7Br3O7,mp-1201413.cif,2.62,15.0
2555,2555,Ga4Ge(PbS3)4,mp-1200793.cif,2.35,114.0
2557,2557,Ag(AuS)2,,0.0,
2558,2558,Ag(W3Br7)2,mp-29717.cif,0.0,201.0
2561,2561,Ag2Mo(I2O7)2,,3.06,
2563,2563,Ag3AsO4,mp-5408.cif,0.0,218.0
2565,2565,Ag3RuO4,mp-510453.cif,0.0,91.0
2566,2566,Ag7(SI)2,,0.0,
2570,2570,AgAu3,,0.0,225.0
2571,2571,AgBi(PS3)2,mp-556434.cif,1.7,2.0
2576,2576,AgCNO,mp-6070.cif,0.0,63.0
2580,2580,AgPt3,,0.0,
2581,2581,AgTe2As,,0.8,
2582,2582,Al(Ni10B7)2,,0.0,
2583,2583,Al(NiS2)2,,0.0,
2584,2584,Al10V,,0.0,
2585,2585,Al13Ru4,mp-17880.cif,0.0,12.0
2586,2586,Al2(CuSe2)3,,0.0,
2587,2587,Al21Pt8,mp-1982.cif,0.0,88.0
2588,2588,Al2CoIr,,0.0,
2589,2589,Al2Cr2O7,,0.0,
2590,2590,Al2CrS4,,0.0,
2591,2591,Al2Cu,mp-998.cif,0.0,140.0
2593,2593,Al2Ru,,0.0,
2594,2594,Al3Tc,,0.0,
2595,2595,Al4Cu2O7,mp-29225.cif,0.0,216.0
2596,2596,Al4Cu9,mp-593.cif,0.0,215.0
2597,2597,Al5Rh2,mp-1791.cif,0.0,194.0
2598,2598,Al6Fe,,0.0,
2600,2600,Al6Tc,,0.0,
2601,2601,Al7(CN)3,mp-569102.cif,0.0,186.0
2602,2602,Al9Co2,mp-16488.cif,0.0,14.0
2605,2605,AlAgO2,mp-9631.cif,3.6,194.0
2607,2607,AlAgSe2,mp-14091.cif,2.55,122.0
2609,2609,AlB2,mp-944.cif,0.0,191.0
2610,2610,AlBi,mp-1018132.cif,0.4,216.0
2611,2611,AlCoO3,,0.0,
2612,2612,AlCu3,,0.0,
2613,2613,AlCu7O12,,0.0,
2614,2614,AlCuS2,42124.cif,3.5,122.0
2617,2617,AlFe4(CuO4)3,,0.0,
2618,2618,AlIr,mp-1885.cif,0.0,221.0
2619,2619,AlNi2,,0.0,221.0
2621,2621,AlSn,,0.0,
2624,2624,As2Ir,mp-15649.cif,1.0,14.0
2626,2626,As2Rh,mp-15954.cif,1.15,14.0
2628,2628,As2S5,,2.48,
2630,2630,AsOsS,,1.3,
2631,2631,AsP,,0.23,
2632,2632,AsPPd,,0.45,
2634,2634,AsPRu,,0.8,
2635,2635,AsPd3Pb2,mp-20257.cif,0.0,36.0
2637,2637,AsS,mp-542604.cif,2.4,14.0
2638,2638,AsS3,,2.35,
2641,2641,AsSeI,mp-505373.cif,1.76,14.0
2644,2644,B2Mo(PbO2)6,,2.9,
2647,2647,B3Pb3NO10,,3.64,
2650,2650,B5Mo2,mp-7229.cif,0.0,166.0
2652,2652,BH(PbO2)2,,3.76,
2655,2655,BPb6BrO7,,2.84,
2656,2656,BPb7Br3O7,,2.62,
2657,2657,BRh2,mp-21502.cif,0.0,62.0
2659,2659,BSe2Cl,,0.0,
2660,2660,BTe2As,,0.0,
2664,2664,Ba(FeS2)2,23081.cif,0.0,87.0
2666,2666,Ba(GaSe2)2,24386.cif,3.16,66.0
2667,2667,Ba(InS2)2,mp-21943.cif,3.06,70.0
2671,2671,Ba(SnO2)4,,0.0,
2672,2672,Ba(ZnAs)2,mp-7427.cif,0.23,62.0
2673,2673,Ba14Ir8(PdO11)3,mp-680547.cif,0.0,150.0
2675,2675,Ba23Ga8(SbS19)2,,2.84,36.0
2676,2676,Ba2B4H2O9,,5.12,
2677,2677,Ba2B6H4O13,,6.53,
2678,2678,Ba2BiSbO6,mp-23091.cif,0.0,148.0
2679,2679,Ba2CaOsO6,mp-6739.cif,0.0,225.0
2680,2680,Ba2CaReO6,mp-6635.cif,0.0,225.0
2681,2681,Ba2Cd(BO2)6,mp-1190588.cif,4.59,148.0
2682,2682,Ba2Ce2O5,,0.0,
2685,2685,Ba2Cu5F14,mp-29457.cif,0.0,15.0
2687,2687,Ba2DyCu3O7,mp-622105.cif,0.0,47.0
2690,2690,Ba2DyInSe5,mp-1106127.cif,2.27,36.0
2691,2691,Ba2DyInTe5,mp-1189860.cif,1.35,36.0
2693,2693,Ba2ErGaTe5,mp-1105724.cif,1.15,36.0
2695,2695,Ba2ErInTe5,mp-1106146.cif,1.35,36.0
2696,2696,Ba2FeMoO6,,0.0,139.0
2697,2697,Ba2FeReO6,mp-31756.cif,0.0,225.0
2698,2698,Ba2GaAsSe5,mp-1195309.cif,1.39,62.0
2699,2699,Ba2GaBiS5,mp-1201906.cif,2.38,62.0
2700,2700,Ba2GaS4,mp-1199702.cif,2.55,14.0
2701,2701,Ba2GaSe4,mp-1195574.cif,1.63,14.0
2702,2702,Ba2GdGaSe5,mp-1190156.cif,1.87,2.0
2706,2706,Ba2InAgS4,mp-1197611.cif,2.32,14.0
2707,2707,Ba2InBiS5,mp-864638.cif,1.55,36.0
2708,2708,Ba2LaIrO6,mp-550081.cif,0.0,148.0
2709,2709,Ba2LiFe2N3,mp-8924.cif,0.0,15.0
2710,2710,Ba2NaCu3S5,mp-1191092.cif,0.45,12.0
2711,2711,Ba2NdGaSe5,mp-1205363.cif,2.18,2.0
2715,2715,Ba2Sb7HO14,,2.7,
2716,2716,Ba2ScIrO6,,0.0,14.0
2718,2718,Ba2SmGaSe5,mp-1189376.cif,2.27,2.0
2720,2720,Ba2SmInSe5,mp-1188304.cif,2.22,36.0
2723,2723,Ba2TaInO6,mp-1079630.cif,4.17,225.0
2727,2727,Ba2V2Te2O11,mp-1204192.cif,3.16,11.0
2730,2730,Ba2YGaSe5,262882.cif,2.31,2.0
2731,2731,Ba2YGaTe5,mp-1189739.cif,1.08,36.0
2733,2733,Ba2YInTe5,mp-1106096.cif,1.36,36.0
2734,2734,Ba2YReO6,,0.0,14.0
2735,2735,Ba2Yb(CuO2)4,mp-15039.cif,0.0,65.0
2736,2736,Ba3(AlGe)2,mp-10669.cif,0.0,71.0
2737,2737,Ba3(LiSn2)4,mp-30254.cif,0.0,12.0
2738,2738,Ba3Ag2(SnS4)2,,2.37,
2739,2739,Ba3BSbS6,,2.62,189.0
2741,2741,Ba3CaIr2O9,mp-17448.cif,0.0,15.0
2742,2742,Ba3CaRu2O9,mp-541485.cif,0.0,190.0
2743,2743,Ba3Cd(SnS4)2,,2.75,220.0
2744,2744,Ba3Co10O17,mp-562649.cif,0.0,166.0
2751,2751,Ba3In2(PO4)4,mp-1200796.cif,3.87,14.0
2755,2755,Ba3NaIrO6,mp-9746.cif,0.0,167.0
2756,2756,Ba3Nb2CoO9,,0.0,164.0
2757,2757,Ba3P3ClO10,mp-1194911.cif,6.89,29.0
2761,2761,Ba3Ta5NO14,,2.8,127.0
2763,2763,Ba3Te,,0.0,
2764,2764,Ba3ThSe7,mp-1095255.cif,1.96,44.0
2766,2766,Ba3YIr2O9,mp-540691.cif,0.0,194.0
2767,2767,Ba3Yb4O9,mp-8261.cif,0.0,146.0
2769,2769,Ba4B11O20F,,7.1,36.0
2770,2770,Ba4Ga5AgS12,,2.52,
2772,2772,Ba4Ga5CuSe12,,1.45,
2773,2773,Ba4Ga5Si18,,0.31,223.0
2774,2774,Ba4InAgSe6,,2.41,
2775,2775,Ba4InCuSe6,,2.23,
2777,2777,Ba4Si20Au3,mp-17815.cif,0.0,223.0
2778,2778,Ba4Sm2Cu2O9,mp-636383.cif,0.0,118.0
2781,2781,Ba5(GaSe4)2,mp-1204617.cif,2.51,64.0
2782,2782,Ba5Al2Ge7,mp-570390.cif,0.0,12.0
2783,2783,Ba5Bi3,mp-29621.cif,0.0,193.0
2784,2784,Ba5Cd(Ga2Se5)3,,2.6,
2785,2785,Ba5Ge3,mp-21538.cif,0.0,130.0
2786,2786,Ba5In4Bi5,mp-31407.cif,0.0,104.0
2787,2787,Ba5Sb3,mp-9909.cif,0.0,193.0
2788,2788,Ba5V3O12F,,3.85,176.0
2789,2789,Ba6In2NF,,0.0,
2790,2790,Ba7(SnS3)5,,2.29,185.0
2791,2791,Ba7B3O9F5,,4.94,
2792,2792,Ba7Ga5AgS15,,2.6,
2793,2793,Ba7Ru4Br2O15,mp-556877.cif,0.0,166.0
2794,2794,Ba8Al10B12O41,,3.1,
2795,2795,Ba8Hg4Se7S5,,1.98,
2796,2796,Ba8Ta7O24,,0.0,
2797,2797,BaAg,mp-11840.cif,0.0,62.0
2799,2799,BaAl2,,0.0,157.0
2800,2800,BaAlCu4O7,,0.0,
2802,2802,BaBClF4,,6.89,
2803,2803,BaBSbS4,mp-866301.cif,2.34,62.0
2807,2807,BaDy2CuO5,mp-22550.cif,0.0,62.0
2808,2808,BaEu2Mn2O7,,0.0,47.0
2812,2812,BaGe4(RhSe3)2,,1.09,61.0
2813,2813,BaIn2(P2O7)2,mp-1205018.cif,3.97,15.0
2814,2814,BaIn2Ir,mp-22780.cif,0.0,63.0
2815,2815,BaLa2CoS5,mp-22423.cif,0.0,140.0
2816,2816,BaLa2Te5O14,,3.81,
2817,2817,BaLi4,mp-210.cif,0.0,194.0
2818,2818,BaMn4O7,,0.0,
2819,2819,BaMn4ZnO8,,0.0,
2820,2820,BaMnO3,mp-19156.cif,0.0,194.0
2821,2821,BaNa2GeS4,,3.7,
2822,2822,BaNa2GeSe4,,2.25,
2823,2823,BaNa2SnS4,,3.27,
2825,2825,BaNaB5O9,mp-1019554.cif,4.78,14.0
2828,2828,BaPt5,mp-811.cif,0.0,191.0
2830,2830,BaSn3,mp-7759.cif,0.0,194.0
2833,2833,BaTh3,,0.0,
2836,2836,BaTi4O8,,0.0,
2838,2838,BaTl3,,0.0,63.0
2839,2839,BaV2SeO8,,2.13,
2840,2840,BaYb2O4,,0.0,
2845,2845,Be12Pt,mp-571622.cif,0.0,139.0
2847,2847,Be2HgTe,,0.0,
2852,2852,BeFe2Si,,0.0,
2854,2854,BeGaRh2,,0.0,
2855,2855,BePd2,mp-13452.cif,0.0,139.0
2860,2860,BeTcSe,,0.0,
2862,2862,Bi12Rh12O41,,0.0,
2863,2863,Bi2(BO3)3,,0.0,
2864,2864,Bi2(MoO4)3,mp-23388.cif,2.9,14.0
2865,2865,Bi2(PO4)3,,0.0,
2866,2866,Bi2AsClO4,,3.43,
2868,2868,Bi2I4O13,mp-1204764.cif,3.3,19.0
2870,2870,Bi2Pd3S2,mp-1104120.cif,0.0,12.0
2871,2871,Bi2Pt,mp-22864.cif,0.0,205.0
2872,2872,Bi2SI2O11,,3.74,
2873,2873,Bi2SeI2O11,,3.7,
2874,2874,Bi2Te2SO10,,3.6,
2875,2875,Bi3BTeO9,,2.6,
2876,2876,Bi3I4O13F3,,3.7,
2877,2877,Bi3Se2NO11,,3.59,
2878,2878,Bi4I,mp-583234.cif,0.0,12.0
2880,2880,Bi5IO7,mp-554445.cif,2.76,73.0
2887,2887,BiIO3F2,,3.97,
2888,2888,BiO,mp-27945.cif,0.0,160.0
2889,2889,BiP3(PbO4)3,,3.7,
2890,2890,BiPb2S2I3,,1.6,
2891,2891,BiPbClO2,mp-23084.cif,2.45,63.0
2892,2892,BiPd,,0.0,
2893,2893,BiSbTe3,,0.19,166.0
2894,2894,BiSeO3F,,3.83,
2896,2896,Ca(AgGe)2,mp-7878.cif,0.0,139.0
2897,2897,Ca(Al4Co)2,,0.0,
2901,2901,Ca(BiO2)2,mp-558751.cif,3.08,15.0
2902,2902,Ca(CoGe)2,mp-4259.cif,0.0,139.0
2904,2904,Ca(GdS2)2,,2.55,220.0
2905,2905,Ca(GeRh)2,mp-16261.cif,0.0,139.0
2906,2906,Ca(LaS2)2,,2.7,220.0
2907,2907,Ca(MnAs)2,mp-5498.cif,0.0,164.0
2913,2913,Ca(TiS2)4,,0.0,
2914,2914,Ca10Ge16(B2O17)3,mp-1019569.cif,5.47,32.0
2915,2915,Ca11Bi10,mp-27298.cif,0.0,139.0
2916,2916,Ca11Ga7,mp-30474.cif,0.0,225.0
2917,2917,Ca2Bi2O5,mp-28848.cif,3.34,2.0
2918,2918,Ca2CdPb,,0.0,
2920,2920,Ca2CuWO6,,0.0,
2921,2921,Ca2GeN2,mp-29809.cif,0.0,135.0
2922,2922,Ca2Mn9O13,,0.0,
2926,2926,Ca2PbAu2,,0.0,
2927,2927,Ca2SmTaO6,,3.45,14.0
2930,2930,Ca2TlCd,,0.0,
2937,2937,Ca3BiSb,,0.0,
2939,2939,Ca3In,,0.0,2.0
2940,2940,Ca3La2(SnS4)3,,1.45,189.0
2941,2941,Ca3PbN,mp-21128.cif,0.0,221.0
2943,2943,Ca3Sn2S7,,0.0,
2944,2944,Ca3Ti2(SiO4)3,mp-1154470.cif,1.65,230.0
2945,2945,Ca3TlN,mp-10554.cif,0.0,221.0
2948,2948,Ca5(Bi7O13)2,,2.6,
2950,2950,Ca5B3O9F,,6.53,
2955,2955,Ca6Cu2Sn7,mp-579544.cif,0.0,12.0
2956,2956,CaAgF5,,0.0,
2959,2959,CaCdSi,,0.0,
2960,2960,CaCu5,mp-1882.cif,0.0,191.0
2962,2962,CaEuO2,,0.0,
2963,2963,CaGa3Ni2,mp-11431.cif,0.0,63.0
2964,2964,CaGaAu3,,0.0,
2965,2965,CaGaGe,mp-541310.cif,0.0,194.0
2966,2966,CaGe2,mp-567456.cif,0.0,166.0
2967,2967,CaHfZn,,0.0,
2968,2968,CaHg2,mp-1009651.cif,0.0,164.0
2971,2971,CaIn4Ir,mp-20838.cif,0.0,51.0
2973,2973,CaInPt,mp-570689.cif,0.0,62.0
2974,2974,CaIrO3,mp-1079054.cif,0.0,63.0
2975,2975,CaMgSn,mp-4864.cif,0.0,62.0
2977,2977,CaNi5,mp-774.cif,0.0,191.0
2981,2981,CaPrZn2,,0.0,
2985,2985,CaVO2,,0.0,
2986,2986,CaYbInSe4,mp-541276.cif,0.0,62.0
2987,2987,CaZn2,mp-1725.cif,0.0,74.0
2990,2990,CaZn5,mp-1734.cif,0.0,191.0
2992,2992,Cd(GaS2)2,106362.cif,3.4,82.0
2993,2993,Cd(In15Te23)2,,1.17,
2994,2994,Cd(PS2)2,,3.76,166.0
2995,2995,Cd12Ge17(B4O29)2,mp-1204954.cif,4.29,81.0
2997,2997,Cd2AgRh,,0.0,
3000,3000,Cd2InCuTe4,,0.85,
3003,3003,Cd3Bi2,,0.2,
3004,3004,Cd3In2(Te2S)2,,1.23,
3008,3008,CdAg,,0.0,
3009,3009,CdAg2(PS3)2,,2.49,
3012,3012,CdAuO2,,0.0,
3013,3013,CdBiClO2,mp-550553.cif,3.08,11.0
3014,3014,CdCu2GeS4,,2.05,
3016,3016,CdCu2SnS4,,1.37,
3018,3018,CdHIO4,,4.35,62.0
3019,3019,CdHg4(AsI2)2,mp-570838.cif,1.45,4.0
3022,3022,CdIn,,0.6,
3024,3024,CdP4PbO12,,4.85,
3025,3025,CdPd,mp-1696.cif,0.0,123.0
3029,3029,Ce(AlZn)2,,0.0,
3031,3031,Ce(CoAs)2,,0.0,
3032,3032,Ce(CoB)4,,0.0,
3033,3033,Ce(CuSb)2,,0.0,
3035,3035,Ce(InS2)3,,1.11,55.0
3036,3036,Ce(MnGe)2,mp-21089.cif,0.0,139.0
3037,3037,Ce(MnSi)2,mp-2965.cif,0.0,139.0
3038,3038,Ce(PPt2)2,mp-607725.cif,0.0,62.0
3040,3040,Ce(SiNi)2,mp-4537.cif,0.0,139.0
3042,3042,Ce10Se14O,mp-1198305.cif,1.93,142.0
3043,3043,Ce2(SbPd3)3,,0.0,
3045,3045,Ce2Al2Co15,,0.0,
3046,3046,Ce2Co5B2,mp-574273.cif,0.0,194.0
3047,3047,Ce2CrN3,mp-9277.cif,0.0,71.0
3048,3048,Ce2Cu(NO)2,,0.0,
3049,3049,Ce2Fe(SeO)2,,0.64,72.0
3050,3050,Ce2Fe17,mp-654.cif,0.0,166.0
3052,3052,Ce2GeSe5,,1.7,
3053,3053,Ce2S2O,,0.0,
3055,3055,Ce2SiSeO4,,0.0,
3056,3056,Ce2Ti2O7,,0.0,4.0
3057,3057,Ce2ZnNi2,,0.0,
3058,3058,Ce3(Al3Ru)4,,0.0,
3059,3059,Ce3Al,mp-21393.cif,0.0,194.0
3060,3060,Ce3AlC,mp-10036.cif,0.0,221.0
3063,3063,Ce3MnAlS7,mp-866500.cif,0.0,173.0
3064,3064,Ce3NbS3O4,mp-683997.cif,0.0,55.0
3065,3065,Ce3Pd5,mp-1025404.cif,0.0,189.0
3067,3067,Ce3Ta(ClO2)3,mp-558609.cif,0.0,176.0
3068,3068,Ce3TaO7,,0.0,
3069,3069,Ce4Bi3,mp-23252.cif,0.0,220.0
3070,3070,Ce4FeSe6O,mp-579188.cif,0.0,186.0
3071,3071,Ce4Si3Rh4,mp-1006390.cif,0.0,15.0
3073,3073,Ce5(SiN3)3,mp-571312.cif,0.0,64.0
3074,3074,Ce5CuSe8,,0.0,
3076,3076,Ce5Si3,mp-570175.cif,0.0,140.0
3077,3077,Ce6B2(CBr)3,mp-570060.cif,0.0,10.0
3078,3078,Ce8U2O21,,0.0,
3080,3080,CeAgSn,mp-31420.cif,0.0,186.0
3081,3081,CeAl2Pd5,,0.0,
3084,3084,CeAlO3,mp-4096.cif,0.0,140.0
3085,3085,CeAlSi2,mp-9400.cif,0.0,164.0
3087,3087,CeAsSe,mp-607004.cif,0.0,62.0
3088,3088,CeB2Ir3,,0.0,
3090,3090,CeCd2Ag,,0.0,
3093,3093,CeGaO3,,0.0,123.0
3095,3095,CeHg,mp-702.cif,0.0,221.0
3097,3097,CeIr5,mp-1077075.cif,0.0,216.0
3098,3098,CeLu3,,0.0,
3099,3099,CeMg2Ag,,0.0,
3100,3100,CeMgAg2,,0.0,
3101,3101,CeMgNi4,mp-13435.cif,0.0,216.0
3102,3102,CeMgPt,mp-19934.cif,0.0,189.0
3103,3103,CeMgZn2,mp-13254.cif,0.0,225.0
3105,3105,CeN,,0.7,
3107,3107,CeOs2,mp-2098.cif,0.0,227.0
3109,3109,CePrO2,,0.0,
3112,3112,CeSbO3,mp-38685.cif,0.0,227.0
3113,3113,CeSi2Ni,,0.0,
3114,3114,CeSi2Pt,,0.0,
3115,3115,CeSiI,mp-29535.cif,0.0,164.0
3116,3116,CeSiIr,,0.0,
3117,3117,CeSiO4,mp-10523.cif,0.0,141.0
3118,3118,CeTl2P2S7,,2.4,
3121,3121,CeZnPO,,0.0,129.0
3122,3122,Co(PO3)4,,0.0,
3123,3123,Co(WO4)2,,0.0,
3126,3126,Co2O3,,0.0,
3127,3127,Co3H,,0.0,186.0
3128,3128,Co3Se4,mp-11800.cif,0.0,12.0
3129,3129,Co3W,mp-2157.cif,0.0,194.0
3132,3132,Co7Mo6,mp-567747.cif,0.0,166.0
3133,3133,Co7Re17O48,,0.0,
3134,3134,CoAsRh,mp-22546.cif,0.0,62.0
3135,3135,CoCu2Sn,,0.0,
3136,3136,CoGe,mp-1079143.cif,0.0,12.0
3138,3138,CoMoP2,mp-1025557.cif,0.0,194.0
3139,3139,CoN,mp-448.cif,0.0,216.0
3141,3141,CoP2,mp-14285.cif,0.35,14.0
3142,3142,Cr(FeSe2)2,mp-568349.cif,0.0,12.0
3147,3147,Cr2GeC,mp-19821.cif,0.0,194.0
3148,3148,Cr2HO4,,0.0,
3149,3149,Cr2HgSe4,mp-5602.cif,0.0,227.0
3150,3150,Cr2NiS4,mp-27512.cif,0.0,12.0
3154,3154,Cr3Ni(PO4)6,,0.0,
3155,3155,Cr3P,mp-7806.cif,0.0,82.0
3157,3157,Cr4Cu3Te8,,0.0,
3158,3158,Cr7C3,mp-19855.cif,0.0,62.0
3159,3159,CrAs,mp-20717.cif,0.0,62.0
3161,3161,CrBi2I2O11,,2.4,
3162,3162,CrCo2Bi,,0.0,
3165,3165,CrCu2Si,,0.0,
3166,3166,CrFe2Sb,,0.0,
3168,3168,CrH9(CN2)3,,0.0,
3170,3170,CrIrO6,,0.0,
3171,3171,CrNi3,mp-1007974.cif,0.0,221.0
3172,3172,CrNiAs,mp-4989.cif,0.0,189.0
3173,3173,CrNiP2O9,,0.0,
3174,3174,CrPbO4,,2.25,
3175,3175,CrSb2,mp-22498.cif,0.14,58.0
3178,3178,Cs2Cd(PSe3)2,,2.63,14.0
3179,3179,Cs2Cd2Bi2S5,,1.7,
3182,3182,Cs2Cu(PS3)3,,2.4,169.0
3183,3183,Cs2DyCu3Te4,,1.38,
3184,3184,Cs2Hg(ICl)2,,2.15,4.0
3190,3190,Cs2NbCuSe4,,2.19,
3192,3192,Cs2SCl6F,,0.0,
3193,3193,Cs2SeClF6,,0.0,
3194,3194,Cs2SiB4O9,,6.53,
3195,3195,Cs2Sn(PSe3)2,,2.06,14.0
3196,3196,Cs2Sn3(SbS5)2,mp-1195304.cif,2.34,14.0
3197,3197,Cs2Th(PS3)3,mp-640389.cif,2.8,2.0
3198,3198,Cs2Ti(AgS2)2,mp-10488.cif,2.44,132.0
3200,3200,Cs39Ga53(Se16Cl)6,,2.74,
3202,3202,Cs3NaZn2Ge21,,0.3,
3206,3206,Cs3V2Cl9,mp-541084.cif,0.0,194.0
3207,3207,Cs4Ag9(SbS3)4,,2.0,
3208,3208,Cs4Ga4Si19,,1.14,223.0
3209,3209,Cs4Ge(PSe3)4,mp-1195417.cif,2.0,29.0
3211,3211,Cs5Bi(PSe3)4,,1.85,26.0
3213,3213,CsAgCl3,mp-28610.cif,0.0,139.0
3214,3214,CsAu,mp-2667.cif,2.3,221.0
3215,3215,CsB3O5,mp-3977.cif,7.42,19.0
3216,3216,CsCaO3,,0.0,
3218,3218,CsDy9(Cd2Se9)2,,1.99,
3220,3220,CsEuF3,mp-8396.cif,0.0,221.0
3221,3221,CsF,mp-1784.cif,10.0,225.0
3222,3222,CsGa(SnSe3)2,,1.87,
3226,3226,CsH3(SeO3)2,,4.77,
3228,3228,CsIn(SnSe3)2,,1.78,
3229,3229,CsInHgS3,,2.3,
3231,3231,CsIr,,0.0,
3233,3233,CsK(PSe4)2,,2.36,
3234,3234,CsLi(B3O5)2,mp-5990.cif,6.89,122.0
3236,3236,CsMg149,,0.0,
3237,3237,CsMnSb,mp-510378.cif,0.0,129.0
3238,3238,CsNa2Sb,,0.8,
3239,3239,CsNa8(B7O12)3,,4.67,
3241,3241,CsNbSe2O7,,4.2,
3243,3243,CsPPbO4,,4.39,
3244,3244,CsPSe4,,2.44,68.0
3245,3245,CsRb(PSe4)2,,2.41,
